pincode,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,Migration_Score,Birth_Activity,Compliance_Gap
144521,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,110.0,19.0,4.0,49.0,685.0,2015.0,2954.0,685.0,110.0,-1996.0
144522,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,56.0,11.0,0.0,49.0,544.0,989.0,1296.0,544.0,56.0,-978.0
144523,PUNJAB,HOSHIARPUR,75.0,1.0,0.0,43.0,517.0,910.0,1298.0,517.0,75.0,-909.0
144524,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,23.0,1.0,3.0,12.0,132.0,473.0,794.0,132.0,23.0,-472.0
144525,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,60.0,0.0,0.0,12.0,190.0,582.0,829.0,190.0,60.0,-582.0
144526,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,32.0,4.0,3.0,11.0,232.0,573.0,912.0,232.0,32.0,-569.0
144527,PUNJAB,HOSHIARPUR,93.0,5.0,6.0,171.0,1688.0,1294.0,2573.0,1688.0,93.0,-1289.0
144528,PUNJAB,HOSHIARPUR,53.0,0.0,3.0,35.0,533.0,566.0,1184.0,533.0,53.0,-566.0
144529,PUNJAB,HOSHIARPUR,26.0,2.0,0.0,15.0,158.0,324.0,616.0,158.0,26.0,-322.0
144530,PUNJAB,HOSHIARPUR,23.0,0.0,0.0,21.0,282.0,326.0,735.0,282.0,23.0,-326.0
144531,PUNJAB,HOSHIARPUR,21.0,1.0,0.0,13.0,109.0,146.0,479.0,109.0,21.0,-145.0
144532,PUNJAB,HOSHIARPUR,25.0,2.0,2.0,6.0,266.0,387.0,907.0,266.0,25.0,-385.0
144533,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,24.0,7.0,0.0,21.0,148.0,372.0,562.0,148.0,24.0,-365.0
144601,PUNJAB,KAPURTHALA,801.0,162.0,966.0,160.0,2419.0,3989.0,7240.0,2419.0,801.0,-3827.0
144602,PUNJAB,KAPURTHALA,9.0,7.0,1.0,26.0,177.0,147.0,216.0,177.0,9.0,-140.0
144606,PUNJAB,KAPURTHALA,13.0,2.0,0.0,14.0,161.0,296.0,586.0,161.0,13.0,-294.0
144620,PUNJAB,KAPURTHALA,76.0,9.0,14.0,38.0,918.0,1091.0,2173.0,918.0,76.0,-1082.0
144621,PUNJAB,KAPURTHALA,51.0,5.0,2.0,29.0,480.0,574.0,864.0,480.0,51.0,-569.0
144622,PUNJAB,KAPURTHALA,57.0,9.0,0.0,82.0,1265.0,864.0,1860.0,1265.0,57.0,-855.0
144623,PUNJAB,JALANDHAR,48.0,10.0,6.0,18.0,582.0,527.0,987.0,582.0,48.0,-517.0
144624,PUNJAB,KAPURTHALA,27.0,2.0,0.0,10.0,338.0,494.0,862.0,338.0,27.0,-492.0
144625,PUNJAB,KAPURTHALA,19.0,4.0,3.0,12.0,286.0,419.0,739.0,286.0,19.0,-415.0
144626,PUNJAB,KAPURTHALA,85.0,5.0,3.0,78.0,1446.0,1574.0,2903.0,1446.0,85.0,-1569.0
144628,PUNJAB,KAPURTHALA,36.0,3.0,1.0,27.0,457.0,715.0,1633.0,457.0,36.0,-712.0
144629,PUNJAB,JALANDHAR,71.0,5.0,0.0,23.0,599.0,1341.0,2409.0,599.0,71.0,-1336.0
144630,PUNJAB,JALANDHAR,41.0,11.0,0.0,15.0,451.0,693.0,1170.0,451.0,41.0,-682.0
144631,PUNJAB,KAPURTHALA,9.0,5.0,0.0,2.0,137.0,230.0,414.0,137.0,9.0,-225.0
144632,PUNJAB,KAPURTHALA,30.0,5.0,5.0,46.0,522.0,857.0,1822.0,522.0,30.0,-852.0
144633,PUNJAB,JALANDHAR,9.0,1.0,0.0,5.0,76.0,100.0,323.0,76.0,9.0,-99.0
144701,PUNJAB,JALANDHAR,37.0,4.0,0.0,18.0,582.0,595.0,1269.0,582.0,37.0,-591.0
144702,PUNJAB,JALANDHAR,81.0,13.0,2.0,59.0,1072.0,1326.0,2789.0,1072.0,81.0,-1313.0
144703,PUNJAB,JALANDHAR,29.0,2.0,0.0,9.0,372.0,415.0,921.0,372.0,29.0,-413.0
144801,PUNJAB,JALANDHAR,90.0,15.0,1.0,67.0,893.0,1165.0,2545.0,893.0,90.0,-1150.0
144802,PUNJAB,KAPURTHALA,43.0,7.0,4.0,18.0,500.0,610.0,1250.0,500.0,43.0,-603.0
144803,PUNJAB,JALANDHAR,11.0,1.0,0.0,9.0,131.0,241.0,450.0,131.0,11.0,-240.0
144804,PUNJAB,KAPURTHALA,75.0,5.0,14.0,30.0,699.0,949.0,2586.0,699.0,75.0,-944.0
144805,PUNJAB,JALANDHAR,9.0,2.0,0.0,3.0,66.0,141.0,317.0,66.0,9.0,-139.0
144806,PUNJAB,JALANDHAR,35.0,8.0,1.0,12.0,153.0,322.0,715.0,153.0,35.0,-314.0
144819,PUNJAB,KAPURTHALA,30.0,10.0,1.0,14.0,259.0,308.0,503.0,259.0,30.0,-298.0
145001,PUNJAB,PATHANKOT,433.0,37.0,8.0,701.0,9240.0,5008.0,5702.0,9240.0,433.0,-4971.0
145021,PUNJAB,GURDASPUR,0.0,0.0,0.0,0.0,13.0,1.0,3.0,13.0,0.0,-1.0
145022,PUNJAB,PATHANKOT,44.0,4.0,0.0,14.0,260.0,478.0,815.0,260.0,44.0,-474.0
145023,PUNJAB,PATHANKOT,155.0,9.0,2.0,250.0,2682.0,2096.0,2563.0,2682.0,155.0,-2087.0
145024,PUNJAB,PATHANKOT,19.0,2.0,0.0,4.0,155.0,157.0,190.0,155.0,19.0,-155.0
145025,PUNJAB,PATHANKOT,229.0,14.0,2.0,159.0,2028.0,2428.0,3221.0,2028.0,229.0,-2414.0
145026,PUNJAB,PATHANKOT,54.0,1.0,0.0,35.0,572.0,531.0,886.0,572.0,54.0,-530.0
145027,PUNJAB,PATHANKOT,56.0,7.0,1.0,26.0,486.0,515.0,1014.0,486.0,56.0,-508.0
145029,PUNJAB,PATHANKOT,51.0,4.0,0.0,33.0,417.0,420.0,390.0,417.0,51.0,-416.0
145101,PUNJAB,PATHANKOT,51.0,0.0,0.0,49.0,551.0,460.0,666.0,551.0,51.0,-460.0
146001,PUNJAB,HOSHIARPUR,1429.0,266.0,115.0,1082.0,15548.0,6314.0,9297.0,15548.0,1429.0,-6048.0
146021,PUNJAB,HOSHIARPUR,15.0,0.0,2.0,12.0,148.0,260.0,366.0,148.0,15.0,-260.0
146022,PUNJAB,HOSHIARPUR,19.0,2.0,2.0,9.0,229.0,353.0,673.0,229.0,19.0,-351.0
146023,PUNJAB,HOSHIARPUR,23.0,2.0,0.0,5.0,121.0,195.0,294.0,121.0,23.0,-193.0
146024,PUNJAB,HOSHIARPUR,20.0,3.0,0.0,22.0,172.0,332.0,526.0,172.0,20.0,-329.0
146101,PUNJAB,HOSHIARPUR,17.0,1.0,0.0,18.0,217.0,294.0,534.0,217.0,17.0,-293.0
146102,PUNJAB,HOSHIARPUR,44.0,6.0,5.0,51.0,552.0,780.0,1712.0,552.0,44.0,-774.0
146103,PUNJAB,HOSHIARPUR,10.0,2.0,0.0,4.0,85.0,108.0,247.0,85.0,10.0,-106.0
146104,PUNJAB,HOSHIARPUR,25.0,3.0,7.0,11.0,265.0,396.0,655.0,265.0,25.0,-393.0
146105,PUNJAB,HOSHIARPUR,21.0,2.0,1.0,61.0,564.0,504.0,867.0,564.0,21.0,-502.0
146106,PUNJAB,HOSHIARPUR,2.0,0.0,0.0,3.0,42.0,73.0,120.0,42.0,2.0,-73.0
146107,PUNJAB,HOSHIARPUR,5.0,1.0,1.0,0.0,23.0,52.0,84.0,23.0,5.0,-51.0
146108,PUNJAB,HOSHIARPUR,13.0,0.0,0.0,8.0,140.0,239.0,589.0,140.0,13.0,-239.0
146109,PUNJAB,HOSHIARPUR,25.0,3.0,0.0,20.0,162.0,376.0,837.0,162.0,25.0,-373.0
146110,PUNJAB,HOSHIARPUR,5.0,0.0,0.0,8.0,99.0,115.0,224.0,99.0,5.0,-115.0
146111,PUNJAB,HOSHIARPUR,50.0,7.0,3.0,39.0,602.0,530.0,1269.0,602.0,50.0,-523.0
146112,PUNJAB,HOSHIARPUR,26.0,2.0,6.0,24.0,199.0,328.0,601.0,199.0,26.0,-326.0
146113,PUNJAB,HOSHIARPUR,35.0,7.0,1.0,13.0,351.0,539.0,826.0,351.0,35.0,-532.0
146114,PUNJAB,HOSHIARPUR,11.0,0.0,2.0,7.0,137.0,234.0,255.0,137.0,11.0,-234.0
146115,PUNJAB,HOSHIARPUR,6.0,1.0,0.0,4.0,59.0,146.0,139.0,59.0,6.0,-145.0
146116,PUNJAB,HOSHIARPUR,13.0,1.0,1.0,18.0,128.0,170.0,337.0,128.0,13.0,-169.0
147001,PUNJAB,PATIALA,2126.0,524.0,72.0,3606.0,37620.0,15926.0,16176.0,37620.0,2126.0,-15402.0
147002,PUNJAB,PATIALA,97.0,19.0,2.0,62.0,1401.0,1132.0,1337.0,1401.0,97.0,-1113.0
147003,PUNJAB,PATIALA,26.0,5.0,1.0,15.0,229.0,390.0,329.0,229.0,26.0,-385.0
147004,PUNJAB,PATIALA,24.0,6.0,1.0,20.0,290.0,408.0,429.0,290.0,24.0,-402.0
147005,PUNJAB,PATIALA,4.0,0.0,0.0,6.0,79.0,99.0,116.0,79.0,4.0,-99.0
147006,PUNJAB,FATEHGARH SAHIB,0.0,0.0,0.0,0.0,8.0,1.0,0.0,8.0,0.0,-1.0
147021,PUNJAB,PATIALA,97.0,10.0,0.0,55.0,994.0,1158.0,1733.0,994.0,97.0,-1148.0
147101,PUNJAB,PATIALA,259.0,22.0,0.0,936.0,10632.0,5967.0,6702.0,10632.0,259.0,-5945.0
147102,PUNJAB,PATIALA,104.0,16.0,0.0,73.0,1326.0,2302.0,3846.0,1326.0,104.0,-2286.0
147103,PUNJAB,PATIALA,74.0,5.0,0.0,45.0,999.0,1062.0,1295.0,999.0,74.0,-1057.0
147104,PUNJAB,FATEHGARH SAHIB,43.0,2.0,0.0,13.0,379.0,768.0,1268.0,379.0,43.0,-766.0
147105,PUNJAB,PATIALA,233.0,38.0,0.0,457.0,4181.0,5233.0,5426.0,4181.0,233.0,-5195.0
147111,PUNJAB,PATIALA,148.0,12.0,0.0,89.0,2379.0,3158.0,4644.0,2379.0,148.0,-3146.0
147201,PUNJAB,PATIALA,229.0,39.0,2.0,747.0,7480.0,5578.0,7010.0,7480.0,229.0,-5539.0
147202,PUNJAB,PATIALA,100.0,10.0,1.0,78.0,1070.0,1892.0,2369.0,1070.0,100.0,-1882.0
147203,PUNJAB,FATEHGARH SAHIB,103.0,19.0,4.0,75.0,1045.0,1962.0,2598.0,1045.0,103.0,-1943.0
147301,PUNJAB,FATEHGARH SAHIB,222.0,79.0,3.0,217.0,3236.0,4156.0,3569.0,3236.0,222.0,-4077.0
147506,PUNJAB,SAS NAGAR (MOHALI),12.0,6.0,0.0,11.0,63.0,195.0,118.0,63.0,12.0,-189.0
148001,PUNJAB,SANGRUR,429.0,42.0,33.0,287.0,4922.0,4673.0,6729.0,4922.0,429.0,-4631.0
148017,PUNJAB,SANGRUR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148018,PUNJAB,SANGRUR,24.0,6.0,0.0,8.0,259.0,304.0,437.0,259.0,24.0,-298.0
148019,PUNJAB,MALERKOTLA,29.0,5.0,0.0,15.0,336.0,287.0,384.0,336.0,29.0,-282.0
148020,PUNJAB,MALERKOTLA,84.0,10.0,0.0,93.0,1466.0,1225.0,1574.0,1466.0,84.0,-1215.0
148021,PUNJAB,MALERKOTLA,85.0,31.0,4.0,79.0,1420.0,1097.0,1734.0,1420.0,85.0,-1066.0
148022,PUNJAB,MALERKOTLA,82.0,9.0,2.0,53.0,1344.0,883.0,1218.0,1344.0,82.0,-874.0
148023,PUNJAB,MALERKOTLA,493.0,112.0,2.0,872.0,12066.0,5795.0,6102.0,12066.0,493.0,-5683.0
148024,PUNJAB,SANGRUR,247.0,22.0,0.0,201.0,3392.0,4179.0,5300.0,3392.0,247.0,-4157.0
148025,PUNJAB,SANGRUR,90.0,8.0,0.0,29.0,838.0,1361.0,2132.0,838.0,90.0,-1353.0
148026,PUNJAB,SANGRUR,203.0,12.0,0.0,110.0,2482.0,2653.0,4299.0,2482.0,203.0,-2641.0
148027,PUNJAB,SANGRUR,85.0,8.0,0.0,58.0,1051.0,1975.0,1877.0,1051.0,85.0,-1967.0
148028,PUNJAB,SANGRUR,221.0,32.0,1.0,108.0,2932.0,4496.0,4871.0,2932.0,221.0,-4464.0
148029,PUNJAB,SANGRUR,6.0,2.0,0.0,5.0,116.0,397.0,310.0,116.0,6.0,-395.0
148030,PUNJAB,SANGRUR,92.0,5.0,0.0,80.0,1262.0,1965.0,2070.0,1262.0,92.0,-1960.0
148031,PUNJAB,SANGRUR,147.0,10.0,1.0,133.0,2921.0,2854.0,4398.0,2921.0,147.0,-2844.0
148033,PUNJAB,SANGRUR,216.0,11.0,2.0,163.0,2329.0,3455.0,4696.0,2329.0,216.0,-3444.0
148034,PUNJAB,SANGRUR,46.0,4.0,1.0,14.0,518.0,843.0,1395.0,518.0,46.0,-839.0
148035,PUNJAB,SANGRUR,135.0,12.0,0.0,86.0,1859.0,2788.0,2736.0,1859.0,135.0,-2776.0
148100,PUNJAB,BARNALA,49.0,2.0,0.0,29.0,522.0,1113.0,1889.0,522.0,49.0,-1111.0
148101,PUNJAB,BARNALA,342.0,29.0,3.0,257.0,4089.0,5203.0,4818.0,4089.0,342.0,-5174.0
148102,PUNJAB,BARNALA,68.0,6.0,0.0,70.0,1010.0,1196.0,1367.0,1010.0,68.0,-1190.0
148103,PUNJAB,BARNALA,40.0,1.0,1.0,23.0,445.0,841.0,1174.0,445.0,40.0,-840.0
148104,PUNJAB,BARNALA,59.0,7.0,1.0,28.0,720.0,1156.0,1951.0,720.0,59.0,-1149.0
148105,PUNJAB,BARNALA,121.0,13.0,0.0,88.0,1767.0,2005.0,2516.0,1767.0,121.0,-1992.0
148106,PUNJAB,SANGRUR,139.0,15.0,1.0,75.0,1562.0,2475.0,2610.0,1562.0,139.0,-2460.0
148107,PUNJAB,BARNALA,82.0,4.0,2.0,82.0,1718.0,1344.0,1526.0,1718.0,82.0,-1340.0
148108,PUNJAB,BARNALA,109.0,10.0,1.0,72.0,2054.0,2383.0,2737.0,2054.0,109.0,-2373.0
148109,PUNJAB,MANSA,55.0,2.0,0.0,21.0,815.0,1478.0,2665.0,815.0,55.0,-1476.0
151001,PUNJAB,BATHINDA,750.0,115.0,2.0,884.0,11371.0,13823.0,13875.0,11371.0,750.0,-13708.0
151002,PUNJAB,BATHINDA,28.0,4.0,0.0,19.0,170.0,449.0,558.0,170.0,28.0,-445.0
151003,PUNJAB,BATHINDA,5.0,2.0,0.0,7.0,92.0,111.0,154.0,92.0,5.0,-109.0
151004,PUNJAB,BATHINDA,2.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,2.0,-3.0
151005,PUNJAB,BATHINDA,81.0,18.0,0.0,40.0,916.0,1267.0,1801.0,916.0,81.0,-1249.0
151101,PUNJAB,BATHINDA,144.0,15.0,0.0,102.0,2047.0,2774.0,3060.0,2047.0,144.0,-2759.0
151102,PUNJAB,BATHINDA,79.0,11.0,0.0,43.0,1298.0,1176.0,1521.0,1298.0,79.0,-1165.0
151103,PUNJAB,BATHINDA,211.0,28.0,8.0,135.0,2580.0,4599.0,4604.0,2580.0,211.0,-4571.0
151104,PUNJAB,BATHINDA,54.0,7.0,0.0,22.0,419.0,990.0,1364.0,419.0,54.0,-983.0
151105,PUNJAB,BATHINDA,31.0,4.0,1.0,24.0,320.0,661.0,984.0,320.0,31.0,-657.0
151106,PUNJAB,BATHINDA,37.0,5.0,0.0,20.0,422.0,647.0,1296.0,422.0,37.0,-642.0
151107,PUNJAB,BATHINDA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151108,PUNJAB,BATHINDA,50.0,2.0,2.0,28.0,450.0,805.0,1705.0,450.0,50.0,-803.0
151111,PUNJAB,BATHINDA,28.0,0.0,0.0,16.0,240.0,658.0,622.0,240.0,28.0,-658.0
151201,PUNJAB,BATHINDA,211.0,22.0,3.0,130.0,2873.0,3124.0,4816.0,2873.0,211.0,-3102.0
151202,PUNJAB,FARIDKOT,139.0,17.0,0.0,79.0,1544.0,1716.0,2760.0,1544.0,139.0,-1699.0
151203,PUNJAB,FARIDKOT,256.0,34.0,3.0,407.0,7321.0,5610.0,7843.0,7321.0,256.0,-5576.0
151204,PUNJAB,FARIDKOT,167.0,28.0,3.0,166.0,2543.0,3457.0,5841.0,2543.0,167.0,-3429.0
151205,PUNJAB,FARIDKOT,62.0,4.0,0.0,25.0,498.0,973.0,1330.0,498.0,62.0,-969.0
151206,PUNJAB,BATHINDA,50.0,9.0,2.0,43.0,1172.0,1276.0,1664.0,1172.0,50.0,-1267.0
151207,PUNJAB,FARIDKOT,57.0,8.0,2.0,29.0,618.0,1065.0,2696.0,618.0,57.0,-1057.0
151208,PUNJAB,FARIDKOT,33.0,1.0,0.0,67.0,755.0,955.0,1251.0,755.0,33.0,-954.0
151209,PUNJAB,FARIDKOT,31.0,4.0,2.0,17.0,386.0,739.0,1441.0,386.0,31.0,-735.0
151210,PUNJAB,SRI MUKTSAR SAHIB,75.0,4.0,0.0,61.0,1315.0,1258.0,1961.0,1315.0,75.0,-1254.0
151211,PUNJAB,SRI MUKTSAR SAHIB,29.0,4.0,0.0,60.0,1367.0,692.0,1413.0,1367.0,29.0,-688.0
151212,PUNJAB,FARIDKOT,103.0,10.0,0.0,70.0,960.0,1592.0,3194.0,960.0,103.0,-1582.0
151301,PUNJAB,BATHINDA,151.0,19.0,0.0,102.0,1529.0,2403.0,3096.0,1529.0,151.0,-2384.0
151302,PUNJAB,BATHINDA,173.0,9.0,0.0,111.0,2240.0,2337.0,4268.0,2240.0,173.0,-2328.0
151401,PUNJAB,BATHINDA,127.0,11.0,0.0,171.0,4214.0,2421.0,3447.0,4214.0,127.0,-2410.0
151501,PUNJAB,MANSA,116.0,9.0,4.0,302.0,3122.0,1917.0,3417.0,3122.0,116.0,-1908.0
151502,PUNJAB,MANSA,123.0,25.0,5.0,119.0,2444.0,3377.0,6146.0,2444.0,123.0,-3352.0
151503,PUNJAB,MANSA,70.0,9.0,2.0,61.0,1763.0,1662.0,3200.0,1763.0,70.0,-1653.0
151504,PUNJAB,MANSA,82.0,7.0,0.0,48.0,764.0,2030.0,4395.0,764.0,82.0,-2023.0
151505,PUNJAB,MANSA,288.0,22.0,6.0,613.0,8934.0,6205.0,7887.0,8934.0,288.0,-6183.0
151506,PUNJAB,MANSA,84.0,8.0,0.0,75.0,2165.0,1997.0,3461.0,2165.0,84.0,-1989.0
151507,PUNJAB,MANSA,85.0,13.0,1.0,83.0,1285.0,2383.0,3638.0,1285.0,85.0,-2370.0
151508,PUNJAB,MANSA,94.0,9.0,1.0,52.0,976.0,1569.0,2379.0,976.0,94.0,-1560.0
151509,PUNJAB,BATHINDA,177.0,20.0,0.0,141.0,2938.0,2876.0,4734.0,2938.0,177.0,-2856.0
152001,PUNJAB,FEROZEPUR,65.0,4.0,0.0,56.0,1014.0,1041.0,938.0,1014.0,65.0,-1037.0
152002,PUNJAB,FEROZEPUR,346.0,37.0,0.0,552.0,7671.0,5245.0,6619.0,7671.0,346.0,-5208.0
152003,PUNJAB,FEROZEPUR,86.0,5.0,0.0,112.0,1368.0,1727.0,2259.0,1368.0,86.0,-1722.0
152004,PUNJAB,FEROZEPUR,46.0,10.0,0.0,98.0,1452.0,1189.0,2264.0,1452.0,46.0,-1179.0
152005,PUNJAB,FEROZEPUR,13.0,1.0,0.0,10.0,145.0,177.0,599.0,145.0,13.0,-176.0
152020,PUNJAB,FAZILKA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
152021,PUNJAB,FEROZEPUR,86.0,8.0,0.0,75.0,1871.0,1647.0,2891.0,1871.0,86.0,-1639.0
152022,PUNJAB,FEROZEPUR,212.0,9.0,0.0,303.0,4046.0,2699.0,3086.0,4046.0,212.0,-2690.0
152023,PUNJAB,FEROZEPUR,141.0,6.0,0.0,103.0,1473.0,2206.0,2777.0,1473.0,141.0,-2200.0
152024,PUNJAB,FAZILKA,420.0,28.0,1.0,518.0,8382.0,5974.0,6567.0,8382.0,420.0,-5946.0
152025,PUNJAB,SRI MUKTSAR SAHIB,95.0,5.0,2.0,38.0,921.0,1316.0,2299.0,921.0,95.0,-1311.0
152026,PUNJAB,SRI MUKTSAR SAHIB,314.0,44.0,3.0,529.0,5887.0,5969.0,9648.0,5887.0,314.0,-5925.0
152028,PUNJAB,FEROZEPUR,53.0,2.0,3.0,47.0,699.0,975.0,1476.0,699.0,53.0,-973.0
152031,PUNJAB,SRI MUKTSAR SAHIB,108.0,10.0,0.0,75.0,1164.0,1874.0,3165.0,1164.0,108.0,-1864.0
152032,PUNJAB,SRI MUKTSAR SAHIB,84.0,7.0,1.0,80.0,1137.0,1335.0,2260.0,1137.0,84.0,-1328.0
152033,PUNJAB,FAZILKA,66.0,8.0,0.0,38.0,522.0,865.0,1112.0,522.0,66.0,-857.0
152101,PUNJAB,SRI MUKTSAR SAHIB,190.0,31.0,0.0,193.0,2927.0,4026.0,4198.0,2927.0,190.0,-3995.0
152107,PUNJAB,SRI MUKTSAR SAHIB,244.0,50.0,0.0,303.0,3963.0,4692.0,4935.0,3963.0,244.0,-4642.0
152112,PUNJAB,SRI MUKTSAR SAHIB,95.0,3.0,1.0,120.0,1884.0,1776.0,2712.0,1884.0,95.0,-1773.0
152113,PUNJAB,SRI MUKTSAR SAHIB,92.0,12.0,1.0,43.0,1005.0,1456.0,2438.0,1005.0,92.0,-1444.0
152114,PUNJAB,SRI MUKTSAR SAHIB,58.0,4.0,0.0,62.0,867.0,911.0,1441.0,867.0,58.0,-907.0
152115,PUNJAB,SRI MUKTSAR SAHIB,35.0,1.0,0.0,55.0,624.0,537.0,800.0,624.0,35.0,-536.0
152116,PUNJAB,FAZILKA,324.0,111.0,5.0,526.0,8393.0,8644.0,8804.0,8393.0,324.0,-8533.0
152117,PUNJAB,FAZILKA,44.0,6.0,2.0,74.0,976.0,1163.0,1508.0,976.0,44.0,-1157.0
152121,PUNJAB,FAZILKA,76.0,15.0,0.0,59.0,984.0,1190.0,1668.0,984.0,76.0,-1175.0
152122,PUNJAB,FAZILKA,78.0,10.0,1.0,42.0,690.0,1387.0,1808.0,690.0,78.0,-1377.0
152123,PUNJAB,FAZILKA,507.0,64.0,0.0,607.0,8413.0,7161.0,9179.0,8413.0,507.0,-7097.0
152124,PUNJAB,FAZILKA,96.0,9.0,0.0,50.0,1223.0,1423.0,2287.0,1223.0,96.0,-1414.0
152128,PUNJAB,FAZILKA,97.0,25.0,0.0,109.0,1853.0,2017.0,2039.0,1853.0,97.0,-1992.0
152132,PUNJAB,FAZILKA,65.0,26.0,1.0,115.0,1989.0,1275.0,1481.0,1989.0,65.0,-1249.0
160001,CHANDIGARH,CHANDIGARH,8.0,1.0,0.0,28.0,178.0,160.0,75.0,178.0,8.0,-159.0
160002,CHANDIGARH,CHANDIGARH,190.0,21.0,0.0,671.0,3954.0,3712.0,1861.0,3954.0,190.0,-3691.0
160003,CHANDIGARH,CHANDIGARH,35.0,5.0,0.0,76.0,586.0,933.0,400.0,586.0,35.0,-928.0
160004,CHANDIGARH,CHANDIGARH,3.0,0.0,0.0,0.0,2.0,7.0,4.0,2.0,3.0,-7.0
160009,CHANDIGARH,CHANDIGARH,22.0,3.0,3.0,21.0,172.0,364.0,182.0,172.0,22.0,-361.0
160011,CHANDIGARH,CHANDIGARH,22.0,0.0,0.0,43.0,351.0,567.0,244.0,351.0,22.0,-567.0
160012,CHANDIGARH,CHANDIGARH,18.0,0.0,1.0,19.0,221.0,299.0,164.0,221.0,18.0,-299.0
160014,CHANDIGARH,CHANDIGARH,440.0,26.0,2.0,1953.0,10749.0,7625.0,4041.0,10749.0,440.0,-7599.0
160015,CHANDIGARH,CHANDIGARH,58.0,0.0,2.0,197.0,1232.0,917.0,728.0,1232.0,58.0,-917.0
160017,CHANDIGARH,CHANDIGARH,1.0,0.0,0.0,1.0,36.0,7.0,10.0,36.0,1.0,-7.0
160018,CHANDIGARH,CHANDIGARH,17.0,0.0,0.0,18.0,99.0,254.0,114.0,99.0,17.0,-254.0
160019,CHANDIGARH,CHANDIGARH,131.0,7.0,1.0,848.0,4390.0,2489.0,1103.0,4390.0,131.0,-2482.0
160020,CHANDIGARH,CHANDIGARH,35.0,1.0,3.0,71.0,735.0,874.0,446.0,735.0,35.0,-873.0
160022,CHANDIGARH,CHANDIGARH,57.0,8.0,2.0,190.0,1578.0,1389.0,744.0,1578.0,57.0,-1381.0
160023,CHANDIGARH,CHANDIGARH,44.0,0.0,1.0,46.0,463.0,777.0,325.0,463.0,44.0,-777.0
160025,CHANDIGARH,CHANDIGARH,164.0,8.0,0.0,916.0,3493.0,2425.0,1645.0,3493.0,164.0,-2417.0
160030,CHANDIGARH,CHANDIGARH,70.0,4.0,0.0,105.0,706.0,1580.0,795.0,706.0,70.0,-1576.0
160036,CHANDIGARH,CHANDIGARH,368.0,49.0,19.0,1920.0,13593.0,6079.0,3498.0,13593.0,368.0,-6030.0
160047,CHANDIGARH,CHANDIGARH,270.0,41.0,2.0,1806.0,10982.0,6693.0,3495.0,10982.0,270.0,-6652.0
160055,PUNJAB,CHANDIGARH,137.0,32.0,2.0,262.0,2460.0,2669.0,1442.0,2460.0,137.0,-2637.0
160059,PUNJAB,SAS NAGAR (MOHALI),34.0,5.0,4.0,37.0,698.0,522.0,422.0,698.0,34.0,-517.0
160062,PUNJAB,SAS NAGAR (MOHALI),103.0,24.0,7.0,141.0,2015.0,1570.0,1163.0,2015.0,103.0,-1546.0
160071,PUNJAB,SAS NAGAR (MOHALI),44.0,15.0,3.0,64.0,732.0,598.0,513.0,732.0,44.0,-583.0
160101,CHANDIGARH,CHANDIGARH,297.0,29.0,0.0,2959.0,12277.0,6566.0,2974.0,12277.0,297.0,-6537.0
160102,CHANDIGARH,CHANDIGARH,181.0,11.0,0.0,1063.0,3790.0,3635.0,1999.0,3790.0,181.0,-3624.0
160103,PUNJAB,SAS NAGAR (MOHALI),162.0,20.0,2.0,185.0,2306.0,3030.0,1723.0,2306.0,162.0,-3010.0
160104,PUNJAB,SAS NAGAR (MOHALI),32.0,5.0,0.0,106.0,659.0,349.0,322.0,659.0,32.0,-344.0
171001,HIMACHAL PRADESH,SHIMLA,32.0,5.0,1.0,42.0,433.0,750.0,588.0,433.0,32.0,-745.0
171002,HIMACHAL PRADESH,SHIMLA,12.0,2.0,0.0,2.0,105.0,210.0,220.0,105.0,12.0,-208.0
171003,HIMACHAL PRADESH,SHIMLA,16.0,2.0,0.0,20.0,201.0,331.0,322.0,201.0,16.0,-329.0
171004,HIMACHAL PRADESH,SHIMLA,13.0,0.0,0.0,7.0,93.0,240.0,205.0,93.0,13.0,-240.0
171005,HIMACHAL PRADESH,SHIMLA,14.0,3.0,0.0,14.0,135.0,247.0,278.0,135.0,14.0,-244.0
171006,HIMACHAL PRADESH,SHIMLA,29.0,3.0,3.0,34.0,375.0,669.0,543.0,375.0,29.0,-666.0
171007,HIMACHAL PRADESH,SHIMLA,40.0,1.0,0.0,77.0,288.0,517.0,510.0,288.0,40.0,-516.0
171008,HIMACHAL PRADESH,SHIMLA,3.0,0.0,0.0,2.0,15.0,14.0,9.0,15.0,3.0,-14.0
171009,HIMACHAL PRADESH,SHIMLA,40.0,5.0,2.0,57.0,552.0,819.0,961.0,552.0,40.0,-814.0
